"lon","lat","bathy"
-145,81,-3685.0393
-144,81,-3685.0393
-143,81,-3685.0393
-142,81,-3685.0393
-141,81,-3685.0393
-140,81,-3748.0315
-139,81,-3748.0315
-138,81,-3716.5354
-137,81,-3716.5354
-136,81,-3685.0393
-135,81,-3653.5432
-134,81,-3653.5432
-133,81,-3590.5513
-132,81,-3527.559
-131,81,-3496.063
-130,81,-3401.5747
-129,81,-3370.0789
-128,81,-3401.5747
-127,81,-2614.1733
-126,81,-2960.63
-125,81,-3212.5984
-124,81,-3181.1023
-123,81,-2960.63
-122,81,-3275.5906
-121,81,-3181.1023
-120,81,-2771.6536
-119,81,-2393.7007
-118,81,-2173.2283
-117,81,-1984.252
-116,81,-1795.2756
-115,81,-1574.8031
-114,81,-1322.8346
-113,81,-1165.3544
-112,81,-692.9134
-111,81,-535.43304
-110,81,-535.43304
-109,81,-535.43304
-108,81,-566.92914
-107,81,-503.937
-106,81,-440.9449
-105,81,-440.9449
-104,81,-440.9449
-103,81,-346.4567
-102,81,-220.47244
-101,81,-188.97638
-100,81,-251.9685
-99,81,-283.46457
-98,81,-377.95276
-97,81,-94.48819
-96,81,NA
-95,81,NA
-94,81,NA
-93,81,NA
-92,81,NA
-91,81,0
-90,81,0
-89,81,-598.4252
-88,81,-787.40155
-87,81,-629.92126
-86,81,-157.48032
-85,81,-157.48032
-84,81,-409.44882
-83,81,-440.9449
-82,81,-503.937
-81,81,NA
-80,81,NA
-79,81,NA
-78,81,NA
-77,81,NA
-76,81,NA
-75,81,NA
-74,81,NA
-73,81,NA
-72,81,NA
-71,81,NA
-70,81,0
-69,81,-346.4567
-68,81,-283.46457
-67,81,NA
-66,81,NA
-65,81,NA
-64,81,NA
-63,81,NA
-62,81,NA
-61,81,NA
-60,81,NA
-59,81,NA
-58,81,NA
-57,81,NA
-56,81,NA
-55,81,NA
-54,81,NA
-53,81,NA
-52,81,NA
-51,81,NA
-50,81,NA
-49,81,NA
-48,81,NA
-47,81,NA
-46,81,NA
-45,81,NA
-44,81,NA
-43,81,NA
-42,81,NA
-41,81,NA
-40,81,NA
-39,81,NA
-38,81,NA
-37,81,NA
-36,81,NA
-35,81,NA
-34,81,NA
-33,81,NA
-32,81,NA
-31,81,NA
-30,81,NA
-29,81,NA
-28,81,NA
-27,81,NA
-26,81,NA
-25,81,NA
-24,81,NA
-23,81,NA
-22,81,NA
-21,81,NA
-20,81,NA
-19,81,NA
-18,81,NA
-17,81,0
-16,81,-94.48819
-15,81,-188.97638
-14,81,-188.97638
-13,81,-220.47244
-12,81,-188.97638
-11,81,-188.97638
-10,81,-125.98425
-9,81,-188.97638
-8,81,-188.97638
-7,81,-251.9685
-6,81,-440.9449
-5,81,-1826.7716
-4,81,-2803.1497
-3,81,-3842.5198
-2,81,-3433.0708
-1,81,-2771.6536
0,81,-2897.6377
1,81,-2582.6772
2,81,-1826.7716
3,81,-1039.3701
4,81,-724.4094
5,81,-661.4173
6,81,-566.92914
7,81,-724.4094
8,81,-976.3779
9,81,-881.8898
10,81,-755.9055
11,81,-755.9055
12,81,-661.4173
13,81,-283.46457
14,81,-125.98425
15,81,-220.47244
16,81,-31.496063
17,81,-62.992126
18,81,-62.992126
19,81,0
20,81,0
21,81,-62.992126
22,81,-94.48819
23,81,-94.48819
24,81,-125.98425
25,81,-157.48032
26,81,-31.496063
27,81,-125.98425
28,81,-188.97638
29,81,-377.95276
30,81,-220.47244
31,81,-125.98425
32,81,-94.48819
33,81,-31.496063
34,81,-157.48032
35,81,-188.97638
36,81,-188.97638
37,81,-125.98425
38,81,-125.98425
39,81,-188.97638
40,81,-251.9685
41,81,-283.46457
42,81,-314.96063
43,81,-346.4567
44,81,-346.4567
45,81,-220.47244
46,81,0
47,81,NA
48,81,NA
49,81,NA
50,81,-251.9685
51,81,-314.96063
52,81,-157.48032
53,81,0
54,81,NA
55,81,-314.96063
56,81,-31.496063
57,81,-125.98425
58,81,-31.496063
59,81,NA
60,81,NA
61,81,0
62,81,-125.98425
63,81,-62.992126
64,81,-94.48819
65,81,-188.97638
66,81,-440.9449
67,81,-377.95276
68,81,-503.937
69,81,-535.43304
70,81,-566.92914
71,81,-566.92914
72,81,-535.43304
73,81,-346.4567
74,81,-125.98425
75,81,-94.48819
76,81,-31.496063
77,81,-31.496063
78,81,-94.48819
79,81,-94.48819
80,81,-94.48819
81,81,-94.48819
82,81,-157.48032
83,81,-251.9685
84,81,-346.4567
85,81,-314.96063
86,81,-314.96063
87,81,-283.46457
88,81,-283.46457
89,81,-188.97638
90,81,-94.48819
91,81,-94.48819
92,81,NA
93,81,NA
94,81,NA
95,81,NA
96,81,NA
97,81,-62.992126
98,81,-94.48819
99,81,-94.48819
100,81,-94.48819
101,81,-188.97638
102,81,-251.9685
103,81,-913.3858
104,81,-1574.8031
105,81,-2047.2441
106,81,-2267.7166
107,81,-2614.1733
108,81,-2771.6536
109,81,-2929.1338
110,81,-3149.6062
111,81,-3307.0867
112,81,-3401.5747
113,81,-3401.5747
114,81,-3401.5747
115,81,-3401.5747
116,81,-3401.5747
117,81,-3401.5747
118,81,-3401.5747
119,81,-3401.5747
120,81,-3370.0789
121,81,-3433.0708
122,81,-3622.0474
123,81,-3590.5513
124,81,-3590.5513
125,81,-3590.5513
126,81,-3716.5354
127,81,-3716.5354
128,81,-3716.5354
129,81,-3748.0315
130,81,-3779.5276
131,81,-3748.0315
132,81,-3685.0393
133,81,-3590.5513
134,81,-3464.567
135,81,-3433.0708
136,81,-3212.5984
137,81,-2992.126
138,81,-2519.685
139,81,-1795.2756
140,81,-1480.315
141,81,-1637.7953
142,81,-1606.2992
143,81,-1606.2992
144,81,-1795.2756
145,81,-1826.7716
146,81,-1858.2677
147,81,-1889.7638
148,81,-1889.7638
149,81,-1921.2599
150,81,-1921.2599
151,81,-1984.252
152,81,-2015.748
153,81,-2173.2283
154,81,-2236.2205
155,81,-2330.7087
156,81,-2362.2048
157,81,-2456.6929
158,81,-2582.6772
159,81,-2645.6692
160,81,-2645.6692
161,81,-2708.6614
162,81,-2708.6614
163,81,-2708.6614
164,81,-2708.6614
165,81,-2708.6614
166,81,-2708.6614
167,81,-2708.6614
168,81,-2708.6614
169,81,-2677.1653
170,81,-2677.1653
171,81,-2708.6614
172,81,-2677.1653
173,81,-2677.1653
174,81,-2614.1733
175,81,-2519.685
176,81,-2204.7244
177,81,-1984.252
178,81,-1889.7638
179,81,-1606.2992
-180,80,-1795.2756
-179,80,-1417.3229
-178,80,-1700.7874
-177,80,-1795.2756
-176,80,-1921.2599
-175,80,-2015.748
-174,80,-2362.2048
-173,80,-2488.189
-172,80,-2488.189
-171,80,-2897.6377
-170,80,-2929.1338
-169,80,-3086.6143
-168,80,-2960.63
-167,80,-2614.1733
-166,80,-2614.1733
-165,80,-2551.1812
-164,80,-2803.1497
-163,80,-3118.1104
-162,80,-3338.5828
-161,80,-3401.5747
-160,80,-3401.5747
-159,80,-3338.5828
-158,80,-3244.0945
-157,80,-3716.5354
-156,80,-3716.5354
-155,80,-3716.5354
-154,80,-3716.5354
-153,80,-3716.5354
-152,80,-3716.5354
-151,80,-3716.5354
-150,80,-3716.5354
-149,80,-3716.5354
-148,80,-3716.5354
-147,80,-3716.5354
-146,80,-3716.5354
-145,80,-3716.5354
-144,80,-3716.5354
-143,80,-3685.0393
-142,80,-3685.0393
-141,80,-3653.5432
-140,80,-3622.0474
-139,80,-3590.5513
-138,80,-3590.5513
-137,80,-3590.5513
-136,80,-3559.0552
-135,80,-3559.0552
-134,80,-3527.559
-133,80,-3527.559
-132,80,-3496.063
-131,80,-3464.567
-130,80,-3370.0789
-129,80,-3401.5747
-128,80,-3338.5828
-127,80,-2771.6536
-126,80,-2362.2048
-125,80,-2362.2048
-124,80,-2456.6929
-123,80,-3118.1104
-122,80,-3433.0708
-121,80,-2519.685
-120,80,-2204.7244
-119,80,-1984.252
-118,80,-1952.7559
-117,80,-1354.3307
-116,80,-787.40155
-115,80,-598.4252
-114,80,-535.43304
-113,80,-503.937
-112,80,-503.937
-111,80,-535.43304
-110,80,-503.937
-109,80,-472.44095
-108,80,-409.44882
-107,80,-283.46457
-106,80,-62.992126
-105,80,-188.97638
-104,80,-409.44882
-103,80,-440.9449
-102,80,-377.95276
-101,80,-409.44882
-100,80,-629.92126
-99,80,-503.937
-98,80,-188.97638
-97,80,-62.992126
-96,80,NA
-95,80,NA
-94,80,NA
-93,80,NA
-92,80,NA
-91,80,NA
-90,80,NA
-89,80,NA
-88,80,NA
-87,80,NA
-86,80,NA
-85,80,NA
-84,80,NA
-83,80,NA
-82,80,NA
-81,80,NA
-80,80,NA
-79,80,NA
-78,80,NA
-77,80,NA
-76,80,NA
-75,80,NA
-74,80,0
-73,80,-220.47244
-72,80,-220.47244
-71,80,-188.97638
-70,80,-157.48032
-69,80,-125.98425
-68,80,-188.97638
-67,80,-251.9685
-66,80,-251.9685
-65,80,NA
-64,80,NA
-63,80,NA
-62,80,NA
-61,80,NA
-60,80,NA
-59,80,NA
-58,80,NA
-57,80,NA
-56,80,NA
-55,80,NA
-54,80,NA
-53,80,NA
-52,80,NA
-51,80,NA
-50,80,NA
-49,80,NA
-48,80,NA
-47,80,NA
-46,80,NA
-45,80,NA
-44,80,NA
-43,80,NA
-42,80,NA
-41,80,NA
-40,80,NA
-39,80,NA
-38,80,NA
-37,80,NA
-36,80,NA
-35,80,NA
-34,80,NA
-33,80,NA
-32,80,NA
-31,80,NA
-30,80,NA
-29,80,NA
-28,80,NA
-27,80,NA
-26,80,NA
-25,80,NA
-24,80,NA
-23,80,NA
-22,80,NA
-21,80,NA
-20,80,0
-19,80,-94.48819
-18,80,-188.97638
-17,80,-188.97638
-16,80,-94.48819
-15,80,-31.496063
-14,80,-125.98425
-13,80,-157.48032
-12,80,-251.9685
-11,80,-188.97638
-10,80,-188.97638
-9,80,-188.97638
-8,80,-251.9685
-7,80,-346.4567
-6,80,-661.4173
-5,80,-1448.8188
-4,80,-1858.2677
-3,80,-2330.7087
-2,80,-2677.1653
-1,80,-2708.6614
0,80,-3055.1182
1,80,-2960.63
2,80,-2551.1812
3,80,-2866.1418
4,80,-2834.6458
5,80,-2393.7007
6,80,-1385.8268
7,80,-850.3937
8,80,-283.46457
9,80,-125.98425
10,80,-31.496063
11,80,NA
12,80,NA
13,80,NA
14,80,NA
15,80,0
16,80,NA
17,80,NA
18,80,NA
19,80,NA
20,80,NA
21,80,NA
22,80,NA
23,80,NA
24,80,NA
25,80,NA
26,80,-94.48819
27,80,-220.47244
28,80,-314.96063
29,80,-251.9685
30,80,-94.48819
31,80,-251.9685
32,80,-283.46457
33,80,-283.46457
34,80,-283.46457
35,80,-283.46457
36,80,-251.9685
37,80,-283.46457
38,80,-283.46457
39,80,-283.46457
40,80,-283.46457
41,80,-283.46457
42,80,-314.96063
43,80,-283.46457
44,80,-125.98425
45,80,-125.98425
46,80,-251.9685
47,80,-251.9685
48,80,-283.46457
49,80,-251.9685
50,80,-377.95276
51,80,-377.95276
52,80,-251.9685
53,80,-251.9685
54,80,-188.97638
55,80,-188.97638
56,80,-251.9685
57,80,-220.47244
58,80,-251.9685
59,80,-283.46457
60,80,-188.97638
61,80,-125.98425
62,80,-125.98425
63,80,-157.48032
64,80,-251.9685
65,80,-377.95276
66,80,-472.44095
67,80,-503.937
68,80,-503.937
69,80,-503.937
70,80,-535.43304
71,80,-503.937
72,80,-440.9449
73,80,-346.4567
74,80,-283.46457
75,80,-62.992126
76,80,0
77,80,0
78,80,-94.48819
79,80,-31.496063
80,80,-31.496063
81,80,-31.496063
82,80,-31.496063
83,80,-157.48032
84,80,-157.48032
85,80,-157.48032
86,80,-188.97638
87,80,-188.97638
88,80,-125.98425
89,80,-125.98425
90,80,-94.48819
91,80,NA
92,80,-31.496063
93,80,0
94,80,NA
95,80,NA
96,80,NA
97,80,NA
98,80,NA
99,80,NA
100,80,-157.48032
101,80,-188.97638
102,80,-157.48032
103,80,-188.97638
104,80,-94.48819
105,80,-188.97638
106,80,-346.4567
107,80,-409.44882
108,80,-1007.874
109,80,-1543.3071
110,80,-2015.748
111,80,-2645.6692
112,80,-2803.1497
113,80,-2929.1338
114,80,-2992.126
115,80,-2992.126
116,80,-2992.126
117,80,-3023.622
118,80,-3086.6143
119,80,-3181.1023
120,80,-3181.1023
121,80,-3181.1023
122,80,-3212.5984
123,80,-3181.1023
124,80,-3401.5747
125,80,-3181.1023
126,80,-3212.5984
127,80,-3244.0945
128,80,-3244.0945
129,80,-3212.5984
130,80,-3181.1023
131,80,-3181.1023
132,80,-3212.5984
133,80,-3149.6062
134,80,-3086.6143
135,80,-3023.622
136,80,-2992.126
137,80,-2677.1653
138,80,-2078.7402
139,80,-2047.2441
140,80,-1133.8583
141,80,-913.3858
142,80,-661.4173
143,80,-220.47244
144,80,-157.48032
145,80,-157.48032
146,80,-188.97638
147,80,-188.97638
148,80,-157.48032
149,80,-94.48819
150,80,-94.48819
151,80,-94.48819
152,80,-94.48819
153,80,-94.48819
154,80,-188.97638
155,80,-220.47244
156,80,-283.46457
157,80,-346.4567
158,80,-377.95276
159,80,-629.92126
160,80,-1133.8583
161,80,-1480.315
162,80,-1826.7716
163,80,-2015.748
164,80,-2173.2283
165,80,-2330.7087
166,80,-2362.2048
167,80,-2456.6929
168,80,-2519.685
169,80,-2614.1733
170,80,-2614.1733
171,80,-2582.6772
172,80,-2582.6772
173,80,-2582.6772
174,80,-2393.7007
175,80,-2173.2283
176,80,-1984.252
177,80,-1511.811
178,80,-1795.2756
179,80,-1606.2992
-180,79,-1574.8031
-179,79,-1606.2992
-178,79,-1165.3544
-177,79,-1322.8346
-176,79,-1543.3071
-175,79,-1606.2992
-174,79,-2047.2441
-173,79,-2267.7166
-172,79,-2456.6929
-171,79,-2582.6772
-170,79,-2299.2126
-169,79,-1826.7716
-168,79,-566.92914
-167,79,-535.43304
-166,79,-535.43304
-165,79,-629.92126
-164,79,-598.4252
-163,79,-629.92126
-162,79,-1165.3544
-161,79,-944.8819
-160,79,-2047.2441
-159,79,-3590.5513
-158,79,-3559.0552
-157,79,-3086.6143
-156,79,-2866.1418
-155,79,-1795.2756
-154,79,-2393.7007
-153,79,-3716.5354
-152,79,-3716.5354
-151,79,-3716.5354
-150,79,-3716.5354
-149,79,-3716.5354
-148,79,-3716.5354
-147,79,-3716.5354
-146,79,-3716.5354
-145,79,-3716.5354
-144,79,-3685.0393
-143,79,-3685.0393
-142,79,-3685.0393
-141,79,-3653.5432
-140,79,-3622.0474
-139,79,-3590.5513
-138,79,-3559.0552
-137,79,-3559.0552
-136,79,-3559.0552
-135,79,-3559.0552
-134,79,-3496.063
-133,79,-3464.567
-132,79,-3401.5747
-131,79,-3307.0867
-130,79,-3181.1023
-129,79,-3023.622
-128,79,-2929.1338
-127,79,-2771.6536
-126,79,-2488.189
-125,79,-2204.7244
-124,79,-1889.7638
-123,79,-1606.2992
-122,79,-787.40155
-121,79,-629.92126
-120,79,-409.44882
-119,79,-251.9685
-118,79,-377.95276
-117,79,-314.96063
-116,79,-251.9685
-115,79,-251.9685
-114,79,-94.48819
-113,79,NA
-112,79,NA
-111,79,NA
-110,79,NA
-109,79,-346.4567
-108,79,-377.95276
-107,79,-440.9449
-106,79,-409.44882
-105,79,NA
-104,79,NA
-103,79,NA
-102,79,NA
-101,79,NA
-100,79,-62.992126
-99,79,-157.48032
-98,79,NA
-97,79,NA
-96,79,NA
-95,79,-283.46457
-94,79,-440.9449
-93,79,NA
-92,79,NA
-91,79,NA
-90,79,NA
-89,79,0
-88,79,NA
-87,79,NA
-86,79,NA
-85,79,NA
-84,79,NA
-83,79,NA
-82,79,NA
-81,79,NA
-80,79,NA
-79,79,NA
-78,79,NA
-77,79,NA
-76,79,NA
-75,79,-251.9685
-74,79,-503.937
-73,79,NA
-72,79,NA
-71,79,NA
-70,79,NA
-69,79,NA
-68,79,NA
-67,79,NA
-66,79,NA
-65,79,NA
-64,79,NA
-63,79,NA
-62,79,NA
-61,79,NA
-60,79,NA
-59,79,NA
-58,79,NA
-57,79,NA
-56,79,NA
-55,79,NA
-54,79,NA
-53,79,NA
-52,79,NA
-51,79,NA
-50,79,NA
-49,79,NA
-48,79,NA
-47,79,NA
-46,79,NA
-45,79,NA
-44,79,NA
-43,79,NA
-42,79,NA
-41,79,NA
-40,79,NA
-39,79,NA
-38,79,NA
-37,79,NA
-36,79,NA
-35,79,NA
-34,79,NA
-33,79,NA
-32,79,NA
-31,79,NA
-30,79,NA
-29,79,NA
-28,79,NA
-27,79,NA
-26,79,NA
-25,79,NA
-24,79,NA
-23,79,NA
-22,79,NA
-21,79,0
-20,79,0
-19,79,0
-18,79,-188.97638
-17,79,-283.46457
-16,79,-62.992126
-15,79,-62.992126
-14,79,-94.48819
-13,79,-188.97638
-12,79,-157.48032
-11,79,-188.97638
-10,79,-220.47244
-9,79,-220.47244
-8,79,-188.97638
-7,79,-283.46457
-6,79,-346.4567
-5,79,-503.937
-4,79,-1921.2599
-3,79,-2582.6772
-2,79,-2771.6536
-1,79,-2803.1497
0,79,-1574.8031
1,79,-2488.189
2,79,-2362.2048
3,79,-2393.7007
4,79,-2330.7087
5,79,-1795.2756
6,79,-2425.1968
7,79,-2330.7087
8,79,-1196.8503
9,79,-409.44882
10,79,-94.48819
11,79,NA
12,79,NA
13,79,NA
14,79,NA
15,79,0
16,79,NA
17,79,NA
18,79,NA
19,79,NA
20,79,NA
21,79,NA
22,79,0
23,79,-31.496063
24,79,-94.48819
25,79,-188.97638
26,79,-157.48032
27,79,-125.98425
28,79,-220.47244
29,79,-220.47244
30,79,-251.9685
31,79,-251.9685
32,79,-220.47244
33,79,-188.97638
34,79,-157.48032
35,79,-125.98425
36,79,-125.98425
37,79,-94.48819
38,79,-125.98425
39,79,-251.9685
40,79,-251.9685
41,79,-251.9685
42,79,-220.47244
43,79,-188.97638
44,79,-220.47244
45,79,-251.9685
46,79,-251.9685
47,79,-220.47244
48,79,-251.9685
49,79,-220.47244
50,79,-220.47244
51,79,-188.97638
52,79,-220.47244
53,79,-283.46457
54,79,-251.9685
55,79,-220.47244
56,79,-157.48032
57,79,-157.48032
58,79,-125.98425
59,79,-188.97638
60,79,-251.9685
61,79,-283.46457
62,79,-283.46457
63,79,-314.96063
64,79,-314.96063
65,79,-314.96063
66,79,-314.96063
67,79,-377.95276
68,79,-377.95276
69,79,-377.95276
70,79,-409.44882
71,79,-440.9449
72,79,-440.9449
73,79,-377.95276
74,79,-314.96063
75,79,-251.9685
76,79,-188.97638
77,79,-125.98425
78,79,-94.48819
79,79,-62.992126
80,79,-31.496063
81,79,0
82,79,-31.496063
83,79,-94.48819
84,79,-31.496063
85,79,-62.992126
86,79,-125.98425
87,79,-125.98425
88,79,-125.98425
89,79,-62.992126
90,79,-31.496063
91,79,-31.496063
92,79,-31.496063
93,79,-31.496063
94,79,0
95,79,-62.992126
96,79,-94.48819
97,79,-94.48819
98,79,0
99,79,-94.48819
100,79,NA
101,79,NA
102,79,NA
103,79,NA
104,79,NA
105,79,-31.496063
106,79,-62.992126
107,79,-31.496063
108,79,-62.992126
109,79,-94.48819
110,79,-62.992126
111,79,-125.98425
112,79,-283.46457
113,79,-377.95276
114,79,-881.8898
115,79,-1511.811
116,79,-1826.7716
117,79,-2078.7402
118,79,-2204.7244
119,79,-2362.2048
120,79,-2582.6772
121,79,-2677.1653
122,79,-2771.6536
123,79,-2677.1653
124,79,-2582.6772
125,79,-2645.6692
126,79,-2614.1733
127,79,-2677.1653
128,79,-2614.1733
129,79,-2519.685
130,79,-2393.7007
131,79,-1952.7559
132,79,-1826.7716
133,79,-1354.3307
134,79,-1196.8503
135,79,-850.3937
136,79,-188.97638
137,79,-94.48819
138,79,-125.98425
139,79,-62.992126
140,79,-62.992126
141,79,-62.992126
142,79,-62.992126
143,79,-62.992126
144,79,-62.992126
145,79,-62.992126
146,79,-62.992126
147,79,-62.992126
148,79,-62.992126
149,79,-62.992126
150,79,-62.992126
151,79,-62.992126
152,79,-62.992126
153,79,-62.992126
154,79,-62.992126
155,79,-62.992126
156,79,-94.48819
157,79,-94.48819
158,79,-94.48819
159,79,-125.98425
160,79,-157.48032
161,79,-157.48032
162,79,-188.97638
163,79,-314.96063
164,79,-409.44882
165,79,-535.43304
166,79,-755.9055
167,79,-1070.8661
168,79,-1133.8583
169,79,-1322.8346
170,79,-1448.8188
171,79,-1606.2992
172,79,-1858.2677
173,79,-2015.748
174,79,-2015.748
175,79,-1921.2599
176,79,-1858.2677
177,79,-1795.2756
178,79,-1763.7795
179,79,-1574.8031
-180,78,-1543.3071
-179,78,-1543.3071
-178,78,-976.3779
-177,78,-1322.8346
-176,78,-1606.2992
-175,78,-1984.252
-174,78,-1984.252
-173,78,-2204.7244
-172,78,-2204.7244
-171,78,-2173.2283
-170,78,-1889.7638
-169,78,-692.9134
-168,78,-472.44095
-167,78,-629.92126
-166,78,-787.40155
-165,78,-251.9685
-164,78,-314.96063
-163,78,-2047.2441
-162,78,-1259.8425
-161,78,-1354.3307
-160,78,-1480.315
-159,78,-976.3779
-158,78,-1763.7795
-157,78,-1196.8503
-156,78,-1259.8425
-155,78,-976.3779
-154,78,-2047.2441
-153,78,-3653.5432
-152,78,-3716.5354
-151,78,-3716.5354
-150,78,-3716.5354
-149,78,-3716.5354
-148,78,-3716.5354
-147,78,-3716.5354
-146,78,-3685.0393
-145,78,-3685.0393
-144,78,-3685.0393
-143,78,-3685.0393
-142,78,-3653.5432
-141,78,-3653.5432
-140,78,-3653.5432
-139,78,-3622.0474
-138,78,-3559.0552
-137,78,-3527.559
-136,78,-3496.063
-135,78,-3464.567
-134,78,-3433.0708
-133,78,-3401.5747
-132,78,-3338.5828
-131,78,-3212.5984
-130,78,-3055.1182
-129,78,-2803.1497
-128,78,-2393.7007
-127,78,-1889.7638
-126,78,-913.3858
-125,78,-566.92914
-124,78,-377.95276
-123,78,-251.9685
-122,78,-251.9685
-121,78,-188.97638
-120,78,-125.98425
-119,78,-157.48032
-118,78,-188.97638
-117,78,NA
-116,78,-62.992126
-115,78,-94.48819
-114,78,-125.98425
-113,78,NA
-112,78,NA
-111,78,0
-110,78,-283.46457
-109,78,-440.9449
-108,78,-440.9449
-107,78,-251.9685
-106,78,NA
-105,78,-125.98425
-104,78,-283.46457
-103,78,-251.9685
-102,78,-251.9685
-101,78,-220.47244
-100,78,-220.47244
-99,78,-188.97638
-98,78,-157.48032
-97,78,-94.48819
-96,78,0
-95,78,0
-94,78,0
-93,78,-346.4567
-92,78,-125.98425
-91,78,NA
-90,78,-283.46457
-89,78,-188.97638
-88,78,NA
-87,78,NA
-86,78,NA
-85,78,-188.97638
-84,78,NA
-83,78,NA
-82,78,NA
-81,78,NA
-80,78,NA
-79,78,NA
-78,78,-125.98425
-77,78,-283.46457
-76,78,-629.92126
-75,78,-692.9134
-74,78,-157.48032
-73,78,NA
-72,78,-62.992126
-71,78,NA
-70,78,0
-69,78,-314.96063
-68,78,-314.96063
-67,78,NA
-66,78,NA
-65,78,NA
-64,78,NA
-63,78,NA
-62,78,NA
-61,78,NA
-60,78,NA
-59,78,NA
-58,78,NA
-57,78,NA
-56,78,NA
-55,78,NA
-54,78,NA
-53,78,NA
-52,78,NA
-51,78,NA
-50,78,NA
-49,78,NA
-48,78,NA
-47,78,NA
-46,78,NA
-45,78,NA
-44,78,NA
-43,78,NA
-42,78,NA
-41,78,NA
-40,78,NA
-39,78,NA
-38,78,NA
-37,78,NA
-36,78,NA
-35,78,NA
-34,78,NA
-33,78,NA
-32,78,NA
-31,78,NA
-30,78,NA
-29,78,NA
-28,78,NA
-27,78,NA
-26,78,NA
-25,78,NA
-24,78,NA
-23,78,NA
-22,78,NA
-21,78,NA
-20,78,0
-19,78,-94.48819
-18,78,-188.97638
-17,78,-188.97638
-16,78,-283.46457
-15,78,-283.46457
-14,78,-283.46457
-13,78,-283.46457
-12,78,-220.47244
-11,78,-283.46457
-10,78,-251.9685
-9,78,-157.48032
-8,78,-283.46457
-7,78,-188.97638
-6,78,-535.43304
-5,78,-1826.7716
-4,78,-2866.1418
-3,78,-2960.63
-2,78,-3055.1182
-1,78,-3149.6062
0,78,-3149.6062
1,78,-3149.6062
2,78,-3086.6143
3,78,-2897.6377
4,78,-2614.1733
5,78,-2582.6772
6,78,-1921.2599
7,78,-2866.1418
8,78,-2141.7322
9,78,-1795.2756
10,78,-1165.3544
11,78,-251.9685
12,78,-94.48819
13,78,-157.48032
14,78,NA
15,78,NA
16,78,NA
17,78,NA
18,78,-62.992126
19,78,-125.98425
20,78,-31.496063
21,78,0
22,78,0
23,78,0
24,78,-31.496063
25,78,-94.48819
26,78,-188.97638
27,78,-157.48032
28,78,-157.48032
29,78,-188.97638
30,78,-188.97638
31,78,-157.48032
32,78,-125.98425
33,78,-125.98425
34,78,-188.97638
35,78,-188.97638
36,78,-188.97638
37,78,-188.97638
38,78,-220.47244
39,78,-188.97638
40,78,-188.97638
41,78,-220.47244
42,78,-251.9685
43,78,-251.9685
44,78,-251.9685
45,78,-220.47244
46,78,-251.9685
47,78,-220.47244
48,78,-251.9685
49,78,-346.4567
50,78,-346.4567
51,78,-314.96063
52,78,-314.96063
53,78,-314.96063
54,78,-283.46457
55,78,-251.9685
56,78,-188.97638
57,78,-157.48032
58,78,-188.97638
59,78,-314.96063
60,78,-314.96063
61,78,-283.46457
62,78,-220.47244
63,78,-125.98425
64,78,-157.48032
65,78,-220.47244
66,78,-251.9685
67,78,-377.95276
68,78,-472.44095
69,78,-346.4567
70,78,-283.46457
71,78,-220.47244
72,78,-283.46457
73,78,-220.47244
74,78,-220.47244
75,78,-220.47244
76,78,-283.46457
77,78,-220.47244
78,78,-94.48819
79,78,-31.496063
80,78,-31.496063
81,78,0
82,78,0
83,78,-31.496063
84,78,-31.496063
85,78,-62.992126
86,78,-62.992126
87,78,-31.496063
88,78,-31.496063
89,78,0
90,78,0
91,78,0
92,78,-31.496063
93,78,-62.992126
94,78,-31.496063
95,78,0
96,78,-94.48819
97,78,-94.48819
98,78,-62.992126
99,78,-62.992126
100,78,-94.48819
101,78,-94.48819
102,78,NA
103,78,NA
104,78,NA
105,78,NA
106,78,0
107,78,-31.496063
108,78,-62.992126
109,78,-62.992126
110,78,-62.992126
111,78,-62.992126
112,78,-31.496063
113,78,-31.496063
114,78,-62.992126
115,78,-62.992126
116,78,-94.48819
117,78,-188.97638
118,78,-629.92126
119,78,-661.4173
120,78,-692.9134
121,78,-1007.874
122,78,-1259.8425
123,78,-1385.8268
124,78,-1417.3229
125,78,-1574.8031
126,78,-1543.3071
127,78,-692.9134
128,78,-346.4567
129,78,-94.48819
130,78,-62.992126
131,78,-62.992126
132,78,-62.992126
133,78,-31.496063
134,78,-31.496063
135,78,-31.496063
136,78,-31.496063
137,78,-31.496063
138,78,-31.496063
139,78,-31.496063
140,78,-31.496063
141,78,-31.496063
142,78,-31.496063
143,78,-31.496063
144,78,-31.496063
145,78,-31.496063
146,78,-31.496063
147,78,-31.496063
148,78,-31.496063
149,78,-31.496063
150,78,-31.496063
151,78,-31.496063
152,78,-31.496063
153,78,-62.992126
154,78,-62.992126
155,78,-62.992126
156,78,-62.992126
157,78,-62.992126
158,78,-62.992126
159,78,-62.992126
160,78,-94.48819
161,78,-94.48819
162,78,-125.98425
163,78,-157.48032
164,78,-157.48032
165,78,-188.97638
166,78,-220.47244
167,78,-251.9685
168,78,-314.96063
169,78,-346.4567
170,78,-472.44095
171,78,-724.4094
172,78,-913.3858
173,78,-1039.3701
174,78,-1196.8503
175,78,-1196.8503
176,78,-1165.3544
177,78,-1102.3622
178,78,-1354.3307
179,78,-1606.2992
-180,77,-1070.8661
-179,77,-787.40155
-178,77,-1039.3701
-177,77,-1637.7953
-176,77,-1984.252
