"lon","lat","bathy"
-86,88,-1984.252
-85,88,-1984.252
-84,88,-1952.7559
-83,88,-1984.252
-82,88,-1984.252
-81,88,-1984.252
-80,88,-1984.252
-79,88,-2015.748
-78,88,-2173.2283
-77,88,-2362.2048
-76,88,-2488.189
-75,88,-2425.1968
-74,88,-2393.7007
-73,88,-2299.2126
-72,88,-2110.2363
-71,88,-1921.2599
-70,88,-1763.7795
-69,88,-1543.3071
-68,88,-1291.3386
-67,88,-1196.8503
-66,88,-1165.3544
-65,88,-1165.3544
-64,88,-1165.3544
-63,88,-1165.3544
-62,88,-1165.3544
-61,88,-1133.8583
-60,88,-1102.3622
-59,88,-1102.3622
-58,88,-1070.8661
-57,88,-1165.3544
-56,88,-1354.3307
-55,88,-1448.8188
-54,88,-1858.2677
-53,88,-2110.2363
-52,88,-2267.7166
-51,88,-2456.6929
-50,88,-2677.1653
-49,88,-2803.1497
-48,88,-2992.126
-47,88,-3338.5828
-46,88,-3496.063
-45,88,-3559.0552
-44,88,-3748.0315
-43,88,-3811.0237
-42,88,-3779.5276
-41,88,-3716.5354
-40,88,-3716.5354
-39,88,-3716.5354
-38,88,-3716.5354
-37,88,-3748.0315
-36,88,-3811.0237
-35,88,-3842.5198
-34,88,-3874.0159
-33,88,-3905.5117
-32,88,-3937.0078
-31,88,-3968.504
-30,88,-3968.504
-29,88,-4000
-28,88,-4031.496
-27,88,-4062.9922
-26,88,-4094.4883
-25,88,-4094.4883
-24,88,-4188.9766
-23,88,-4188.9766
-22,88,-4220.4727
-21,88,-4220.4727
-20,88,-4220.4727
-19,88,-4220.4727
-18,88,-4220.4727
-17,88,-4251.9683
-16,88,-4251.9683
-15,88,-4220.4727
-14,88,-4062.9922
-13,88,-3968.504
-12,88,-4062.9922
-11,88,-4188.9766
-10,88,-4314.9604
-9,88,-4346.4565
-8,88,-4346.4565
-7,88,-4346.4565
-6,88,-4346.4565
-5,88,-4314.9604
-4,88,-4314.9604
-3,88,-4283.4644
-2,88,-4283.4644
-1,88,-4251.9683
0,88,-4251.9683
1,88,-4220.4727
2,88,-4220.4727
3,88,-4220.4727
4,88,-4220.4727
5,88,-4220.4727
6,88,-4188.9766
7,88,-4188.9766
8,88,-4188.9766
9,88,-4220.4727
10,88,-4283.4644
11,88,-4377.9526
12,88,-4377.9526
13,88,-4377.9526
14,88,-4377.9526
15,88,-4346.4565
16,88,-4314.9604
17,88,-4314.9604
18,88,-4283.4644
19,88,-4283.4644
20,88,-4251.9683
21,88,-4220.4727
22,88,-4000
23,88,-4062.9922
24,88,-4251.9683
25,88,-4251.9683
26,88,-4283.4644
27,88,-4251.9683
28,88,-4188.9766
29,88,-4094.4883
30,88,-4031.496
31,88,-4125.9844
32,88,-4220.4727
33,88,-4283.4644
34,88,-4314.9604
35,88,-4220.4727
36,88,-4157.4805
37,88,-4220.4727
38,88,-4220.4727
39,88,-4220.4727
40,88,-4188.9766
41,88,-4188.9766
42,88,-4188.9766
43,88,-3937.0078
44,88,-3685.0393
45,88,-3590.5513
46,88,-3685.0393
47,88,-3842.5198
48,88,-3716.5354
49,88,-3527.559
50,88,-3370.0789
51,88,-3527.559
52,88,-3811.0237
53,88,-4031.496
54,88,-4125.9844
55,88,-4125.9844
56,88,-3779.5276
57,88,-3559.0552
58,88,-3905.5117
59,88,-3811.0237
60,88,-3685.0393
61,88,-3653.5432
62,88,-3590.5513
63,88,-3622.0474
64,88,-3527.559
65,88,-3716.5354
66,88,-4000
67,88,-4188.9766
68,88,-4188.9766
69,88,-4188.9766
70,88,-4188.9766
71,88,-4062.9922
72,88,-3968.504
73,88,-4125.9844
74,88,-4188.9766
75,88,-4188.9766
76,88,-4220.4727
77,88,-4251.9683
78,88,-4283.4644
79,88,-4314.9604
80,88,-4346.4565
81,88,-4346.4565
82,88,-4346.4565
83,88,-4346.4565
84,88,-4314.9604
85,88,-4314.9604
86,88,-4314.9604
87,88,-4283.4644
88,88,-4283.4644
89,88,-4283.4644
90,88,-4251.9683
91,88,-4251.9683
92,88,-4251.9683
93,88,-4251.9683
94,88,-4251.9683
95,88,-4251.9683
96,88,-4251.9683
97,88,-4251.9683
98,88,-4251.9683
99,88,-4251.9683
100,88,-4251.9683
101,88,-4251.9683
102,88,-4251.9683
103,88,-4220.4727
104,88,-4220.4727
105,88,-4220.4727
106,88,-4220.4727
107,88,-4251.9683
108,88,-4251.9683
109,88,-4251.9683
110,88,-4251.9683
111,88,-4283.4644
112,88,-4283.4644
113,88,-4283.4644
114,88,-4283.4644
115,88,-4283.4644
116,88,-4314.9604
117,88,-4314.9604
118,88,-4314.9604
119,88,-4283.4644
120,88,-4251.9683
121,88,-4188.9766
122,88,-4000
123,88,-3590.5513
124,88,-3244.0945
125,88,-2897.6377
126,88,-2614.1733
127,88,-2330.7087
128,88,-2330.7087
129,88,-2425.1968
130,88,-2456.6929
131,88,-2456.6929
132,88,-2456.6929
133,88,-2425.1968
134,88,-2425.1968
135,88,-2393.7007
136,88,-2236.2205
137,88,-1858.2677
138,88,-1574.8031
139,88,-1291.3386
140,88,-1070.8661
141,88,-1039.3701
142,88,-1007.874
143,88,-1039.3701
144,88,-1007.874
145,88,-1039.3701
146,88,-1165.3544
147,88,-1322.8346
148,88,-1669.2914
149,88,-2015.748
150,88,-2236.2205
151,88,-2614.1733
152,88,-3086.6143
153,88,-3590.5513
154,88,-3748.0315
155,88,-3842.5198
156,88,-3842.5198
157,88,-3842.5198
158,88,-3842.5198
159,88,-3842.5198
160,88,-3842.5198
161,88,-3842.5198
162,88,-3842.5198
163,88,-3842.5198
164,88,-3842.5198
165,88,-3842.5198
166,88,-3842.5198
167,88,-3842.5198
168,88,-3842.5198
169,88,-3842.5198
170,88,-3842.5198
171,88,-3842.5198
172,88,-3842.5198
173,88,-3842.5198
174,88,-3842.5198
175,88,-3842.5198
176,88,-3842.5198
177,88,-3842.5198
178,88,-3842.5198
179,88,-3842.5198
-180,87,-3811.0237
-179,87,-3842.5198
-178,87,-3842.5198
-177,87,-3874.0159
-176,87,-3874.0159
-175,87,-3842.5198
-174,87,-3842.5198
-173,87,-3811.0237
-172,87,-3811.0237
-171,87,-3811.0237
-170,87,-3842.5198
-169,87,-3874.0159
-168,87,-3874.0159
-167,87,-3905.5117
-166,87,-3905.5117
-165,87,-3874.0159
-164,87,-3874.0159
-163,87,-3874.0159
-162,87,-3874.0159
-161,87,-3874.0159
-160,87,-3874.0159
-159,87,-3842.5198
-158,87,-3842.5198
-157,87,-3811.0237
-156,87,-3842.5198
-155,87,-3685.0393
-154,87,-3496.063
-153,87,-3212.5984
-152,87,-3086.6143
-151,87,-2992.126
-150,87,-2992.126
-149,87,-3055.1182
-148,87,-3118.1104
-147,87,-3181.1023
-146,87,-3181.1023
-145,87,-3149.6062
-144,87,-2866.1418
-143,87,-2992.126
-142,87,-2897.6377
-141,87,-2771.6536
-140,87,-2677.1653
-139,87,-2614.1733
-138,87,-2551.1812
-137,87,-2393.7007
-136,87,-2425.1968
-135,87,-2362.2048
-134,87,-2204.7244
-133,87,-2173.2283
-132,87,-2173.2283
-131,87,-2110.2363
-130,87,-2110.2363
-129,87,-2141.7322
-128,87,-1952.7559
-127,87,-2141.7322
-126,87,-2047.2441
-125,87,-2015.748
-124,87,-1889.7638
-123,87,-1763.7795
-122,87,-1574.8031
-121,87,-1543.3071
-120,87,-1574.8031
-119,87,-1732.2834
-118,87,-1795.2756
-117,87,-1669.2914
-116,87,-1574.8031
-115,87,-1637.7953
-114,87,-1858.2677
-113,87,-1984.252
-112,87,-2015.748
-111,87,-2015.748
-110,87,-1984.252
-109,87,-2015.748
-108,87,-2078.7402
-107,87,-2047.2441
-106,87,-2047.2441
-105,87,-2047.2441
-104,87,-2047.2441
-103,87,-2078.7402
-102,87,-2110.2363
-101,87,-2141.7322
-100,87,-2110.2363
-99,87,-2078.7402
-98,87,-2047.2441
-97,87,-2047.2441
-96,87,-2047.2441
-95,87,-2110.2363
-94,87,-2236.2205
-93,87,-2393.7007
-92,87,-2519.685
-91,87,-2488.189
-90,87,-2519.685
-89,87,-2582.6772
-88,87,-2614.1733
-87,87,-2645.6692
-86,87,-2645.6692
-85,87,-2645.6692
-84,87,-2645.6692
-83,87,-2551.1812
-82,87,-2551.1812
-81,87,-2582.6772
-80,87,-2267.7166
-79,87,-2393.7007
-78,87,-2393.7007
-77,87,-2393.7007
-76,87,-2299.2126
-75,87,-2110.2363
-74,87,-2015.748
-73,87,-1984.252
-72,87,-1984.252
-71,87,-1984.252
-70,87,-1984.252
-69,87,-2015.748
-68,87,-2015.748
-67,87,-2015.748
-66,87,-1984.252
-65,87,-1952.7559
-64,87,-1669.2914
-63,87,-1417.3229
-62,87,-1228.3464
-61,87,-913.3858
-60,87,-724.4094
-59,87,-598.4252
-58,87,-566.92914
-57,87,-598.4252
-56,87,-598.4252
-55,87,-598.4252
-54,87,-661.4173
-53,87,-913.3858
-52,87,-1291.3386
-51,87,-2015.748
-50,87,-2299.2126
-49,87,-2015.748
-48,87,-1763.7795
-47,87,-1921.2599
-46,87,-2456.6929
-45,87,-2866.1418
-44,87,-3181.1023
-43,87,-3338.5828
-42,87,-3401.5747
-41,87,-3464.567
-40,87,-3401.5747
-39,87,-3401.5747
-38,87,-3433.0708
-37,87,-3527.559
