"Lon","Lat","Larvaceans","Omni.Cop","Carn.Cop","Krill","Chaetog","Salps","Jellys"
-142.5,42.5,0.693903384859394,2.32043282949159,0.152335572615755,0.0353159603641935,0.261266663780194,-1.15995334171393,-0.221240692387855
-137.5,42.5,0.661886705016112,2.34959803770775,0.170587168612742,0.0244415367971656,0.241757526938799,-1.07820197599268,-0.216410807436341
-132.5,42.5,0.636038433888687,2.44558295946279,0.236730598838781,0.0712396963598473,0.27474310079317,-1.10544066780717,-0.175049550252381
-127.5,42.5,0.546864154562719,2.67502659434133,0.324254007692025,0.238413729592496,0.391717588582134,-1.52732425839925,-0.100654383941498
-122.5,42.5,0.133457350982775,3.13530505177362,0.300479295372893,0.413236424578895,0.4655638749458,-2.20115389388113,-0.101850844369405
-117.5,42.5,NA,NA,NA,NA,NA,NA,NA
-112.5,42.5,NA,NA,NA,NA,NA,NA,NA
-107.5,42.5,NA,NA,NA,NA,NA,NA,NA
-102.5,42.5,NA,NA,NA,NA,NA,NA,NA
-97.5,42.5,NA,NA,NA,NA,NA,NA,NA
-92.5,42.5,NA,NA,NA,NA,NA,NA,NA
-87.5,42.5,NA,NA,NA,NA,NA,NA,NA
-82.5,42.5,NA,NA,NA,NA,NA,NA,NA
-77.5,42.5,NA,NA,NA,NA,NA,NA,NA
-72.5,42.5,0.612979470488753,3.02981688587803,0.526520644650737,0.42701990445961,0.545383645393984,-1.08346819799289,-0.0395722085980752
-67.5,42.5,0.442289736051299,2.88166208696701,0.349588366379689,0.328840137571834,0.460111759036493,-1.61577176863208,-0.20807707922937
-62.5,42.5,0.731173030301596,2.78015941178335,0.481830039170408,0.295240968043875,0.511006146151882,-1.11068621995916,-0.0915201862552972
-57.5,42.5,0.795562085178489,2.72993791236583,0.511002930511791,0.267400832684107,0.510690197366578,-1.01976000348251,-0.0730362640656918
-52.5,42.5,0.673546440975457,2.76569851163029,0.464510204325622,0.274015467213907,0.48591891074128,-1.26290724773213,-0.119668905004169
-47.5,42.5,0.806022261922701,2.73482324458611,0.524231064478091,0.252234898411533,0.484520647166198,-0.970089181582838,-0.0512902897791633
-42.5,42.5,1.16646518102681,2.79736344973933,0.688506584646666,0.266186440131824,0.550023322342637,-0.0487167558887764,0.152239392372357
-37.5,42.5,1.0410282603852,2.78964566685539,0.648186409436714,0.241164325257158,0.501224407283627,-0.170369908463521,0.116612313065484
-32.5,42.5,0.933594041980345,2.89260798051285,0.656122043571339,0.302775146071506,0.512279657150319,-0.268275309620184,0.156300034477738
-27.5,42.5,0.901001907744156,2.89750706192953,0.626004095499236,0.312764772769987,0.502383471327607,-0.319514077283035,0.152276312556469
-22.5,42.5,0.940215425510305,2.74609391090767,0.555385646330447,0.215131562084299,0.441744969068591,-0.3526785409402,0.0578755799780441
-17.5,42.5,1.06648120582522,2.64455977173234,0.481706233006546,0.191247867895675,0.440716941843931,-0.272666297755035,0.0464811854848913
-12.5,42.5,1.00105816874853,2.7115594197149,0.457092692434283,0.2454393848219,0.458976907825111,-0.392705093765144,0.0564664770937294
-7.5,42.5,0.899653084125524,2.80321141508186,0.412013273493893,0.318020126096717,0.47799046059863,-0.57717261520437,0.052118092580671
-2.5,42.5,0.821401656627037,2.89905575678532,0.516821350847769,0.352960768994141,0.502832955518791,-0.595007785507028,0.0663090013781147
2.5,42.5,0.85286906330717,2.99890587323612,0.774853821585131,0.401778936916225,0.588800813559311,-0.405255568974462,0.20784110156445
7.5,42.5,0.854424962623753,3.01446955129255,0.836702094535917,0.376644067783206,0.577711386787843,-0.384889583975183,0.189503027282785
12.5,42.5,0.828934302209313,2.97002986619137,0.866748726382945,0.337517350600423,0.579961176666554,-0.321794323346226,0.191140587305548
17.5,42.5,NA,NA,NA,NA,NA,NA,NA
22.5,42.5,NA,NA,NA,NA,NA,NA,NA
27.5,42.5,0.574343277502753,2.84214440795254,0.486332355054706,0.436586481144983,0.557502637238705,-1.14594411962329,0.0392692712544174
32.5,42.5,0.580607861019778,2.88975281614545,0.533368254796705,0.442297776908771,0.566363005928517,-1.17748394002665,0.0341593379022686
37.5,42.5,0.623349253564809,2.92889310389163,0.590919824449078,0.46524293361313,0.5929941054339,-1.12829009754129,0.0658100472202318
42.5,42.5,0.680580883013661,2.94007829866224,0.529749809436154,0.519307615760493,0.632894754489363,-0.937222674179324,0.116904224553277
47.5,42.5,NA,NA,NA,NA,NA,NA,NA
52.5,42.5,NA,NA,NA,NA,NA,NA,NA
57.5,42.5,NA,NA,NA,NA,NA,NA,NA
62.5,42.5,NA,NA,NA,NA,NA,NA,NA
67.5,42.5,NA,NA,NA,NA,NA,NA,NA
72.5,42.5,NA,NA,NA,NA,NA,NA,NA
77.5,42.5,NA,NA,NA,NA,NA,NA,NA
82.5,42.5,NA,NA,NA,NA,NA,NA,NA
87.5,42.5,NA,NA,NA,NA,NA,NA,NA
92.5,42.5,NA,NA,NA,NA,NA,NA,NA
97.5,42.5,NA,NA,NA,NA,NA,NA,NA
102.5,42.5,NA,NA,NA,NA,NA,NA,NA
107.5,42.5,NA,NA,NA,NA,NA,NA,NA
112.5,42.5,NA,NA,NA,NA,NA,NA,NA
117.5,42.5,NA,NA,NA,NA,NA,NA,NA
122.5,42.5,NA,NA,NA,NA,NA,NA,NA
127.5,42.5,0.549011449877413,2.75443215896335,0.328351796933635,0.372896316214177,0.482749703732881,-1.11154112478752,-0.0207414663110512
132.5,42.5,0.32662703552045,2.65711799744906,0.324315519489255,0.205392852021156,0.377516465809083,-1.74183968199796,-0.272226007287962
137.5,42.5,0.296617957626107,2.66918517371076,0.280647046564632,0.212333484640347,0.374899594697308,-1.83803086549045,-0.292148452510444
142.5,42.5,0.603880082661957,2.60626616344166,0.20906159828789,0.229662647486868,0.422185250742762,-1.65803615962439,-0.281730420805898
147.5,42.5,0.555066001945902,2.44216872528993,0.15423204966123,0.163996831353712,0.39287055696725,-2.13521517129056,-0.391931346897278
152.5,42.5,0.625093890819719,2.3757508883737,0.156044386437504,0.142586854256835,0.386381735349224,-2.01515686783682,-0.3559007481961
157.5,42.5,0.736998671279625,2.32125901855319,0.138440696713438,0.122420854989544,0.378139205992589,-1.74509519455053,-0.299619377620909
162.5,42.5,0.694938962594989,2.30156934259566,0.118836001564415,0.12064564934571,0.370826641188053,-1.88165496395697,-0.314766329951833
167.5,42.5,0.672498325583561,2.34503814168708,0.153416667288719,0.14042716119781,0.382806161310959,-1.8616527461612,-0.276705342803663
172.5,42.5,0.738618961229019,2.32807150102078,0.146339145541559,0.126861623472252,0.374527721163277,-1.64048740465899,-0.240683247357696
177.5,42.5,0.84333138165575,2.31376694992801,0.167775399889215,0.118060072306373,0.379662148538014,-1.43856914411914,-0.20143795423078
-177.5,37.5,1.05227205600615,2.64071385365345,0.554239860668492,0.176391375193054,0.434386986666093,-0.279900203558292,0.0316976645188854
-172.5,37.5,1.11295151678572,2.58545130175141,0.514494485315393,0.159047872013629,0.424122395240525,-0.264513156411248,0.0161831352143384
-167.5,37.5,1.12224051650852,2.56715079853392,0.503662806071497,0.151424139052406,0.414581121550594,-0.287108469227958,0.00307186224664566
-162.5,37.5,1.09158454375383,2.55875591554593,0.491427283270778,0.139486404313827,0.396081429939799,-0.310438039854524,-0.0133487110063731
-157.5,37.5,1.06413948017013,2.55636571929275,0.480140736857882,0.122131482162372,0.372250611769079,-0.285830666708797,-0.030835973769353
-152.5,37.5,1.02996083337658,2.55592919769955,0.469990009772722,0.0958987473350246,0.338567343046695,-0.242650982976156,-0.0528695642801656
-147.5,37.5,0.975403356149312,2.55198956321918,0.452062780960576,0.0643112334922221,0.296602181196209,-0.220929826508691,-0.0796461844912309
-142.5,37.5,0.971012918207086,2.54348728397306,0.428636613683432,0.0425066211070167,0.269509106864009,-0.183757721154068,-0.0968117950534738
-137.5,37.5,0.900260708167543,2.51383258417657,0.37425931613677,0.00782021915918132,0.223187695788865,-0.235975638321879,-0.135584889361055
-132.5,37.5,0.877038716075193,2.48194550757556,0.316092952413564,0.011313761514795,0.231803322950887,-0.34370467553259,-0.136144673393317
-127.5,37.5,0.85761796758849,2.48925440891725,0.292105948825557,0.120307208236898,0.344194644395955,-0.784135289619467,-0.0726314261387268
-122.5,37.5,0.731046506082875,2.69502540024168,0.32794729369049,0.283363434537398,0.434307430030934,-1.29359418489522,-0.040495538191451
-117.5,37.5,NA,NA,NA,NA,NA,NA,NA
-112.5,37.5,NA,NA,NA,NA,NA,NA,NA
-107.5,37.5,NA,NA,NA,NA,NA,NA,NA
-102.5,37.5,NA,NA,NA,NA,NA,NA,NA
-97.5,37.5,NA,NA,NA,NA,NA,NA,NA
-92.5,37.5,NA,NA,NA,NA,NA,NA,NA
-87.5,37.5,NA,NA,NA,NA,NA,NA,NA
-82.5,37.5,NA,NA,NA,NA,NA,NA,NA
-77.5,37.5,1.07332472446893,3.19084981858846,1.23886911563863,0.526183010265886,0.902344682545395,-0.0892906194570861,0.457778063125264
-72.5,37.5,0.988946851341362,3.04019405696215,1.04698849367678,0.381218585504596,0.706227554634432,-0.250546673243275,0.260457770342246
-67.5,37.5,1.12474681650953,2.98671522132974,1.08707171555157,0.332738043986769,0.706720102989472,-0.0210027196696711,0.284824655409125
-62.5,37.5,1.18070147603279,2.99295366186788,1.11428792805497,0.324583061014476,0.718242852424051,0.0898406292948656,0.310387003364412
-57.5,37.5,1.20075136942997,2.97491209711542,1.07672803400974,0.307376875998434,0.688420225278103,0.124983308155093,0.291265311615515
-52.5,37.5,1.21486456129749,2.95636580726918,1.03523412919164,0.299131520719143,0.668000688602337,0.139225919751479,0.276630224987802
-47.5,37.5,1.17246136557262,2.94796878066551,0.993425286616419,0.298037163392198,0.648524726554317,0.0947807458181818,0.256984812757003
-42.5,37.5,1.06991446170792,2.93968357484851,0.951969168296779,0.276690723844436,0.599592106180338,0.0109859458322864,0.214326057553966
-37.5,37.5,0.941716355547768,3.01624983820494,0.952049034516492,0.299711917522376,0.571943331853824,-0.0905544191563119,0.206730647861393
-32.5,37.5,0.85925996941265,3.04068944272446,0.862531535266948,0.335998798392079,0.553232861963091,-0.0932294518653987,0.225183164635402
-27.5,37.5,0.893751715436352,2.96761635097358,0.827907097127049,0.279796262479603,0.507958365161446,-0.092128814603907,0.166256089401296
-22.5,37.5,1.00149587851603,2.81582687312265,0.745549470643944,0.181149866312473,0.442778130022927,-0.000802964323981514,0.0834586136580395
-17.5,37.5,1.01973475247445,2.80370115865057,0.695922734210749,0.185367864943388,0.436115772537955,0.00703953467286014,0.079841570038923
-12.5,37.5,1.00046777596921,2.86366603700089,0.673442265486183,0.237212151016129,0.472972281856338,-0.0440173935917329,0.0999796133802862
-7.5,37.5,0.952890903772031,3.13601210354432,0.773491746028717,0.419447544176826,0.604869420886149,-0.0572871606661142,0.224558233620203
-2.5,37.5,NA,NA,NA,NA,NA,NA,NA
2.5,37.5,0.905970064351973,3.0983641587064,0.99177595847178,0.410327241795241,0.652934802088043,-0.316308633599968,0.26026558472574
7.5,37.5,0.846835884333719,3.05378704429759,0.897500722588673,0.383685347408159,0.609236067496869,-0.312736104847764,0.223402673228625
12.5,37.5,0.769871268809405,3.0583869605143,0.846366619790817,0.358436249301224,0.58531414862042,-0.255366370363766,0.204074512952279
17.5,37.5,0.789975552289096,2.99028987866261,0.973183159570742,0.262419324262113,0.526479120372816,-0.29690709151027,0.147618380980892
22.5,37.5,0.765192571488205,2.9618329418197,0.927671539906383,0.247256762870019,0.491551485984285,-0.275237446712331,0.134943657997682
27.5,37.5,0.745059906030581,3.02193698299578,0.910013452232703,0.311920336837122,0.529731917111197,-0.219312500113111,0.198978288989542
32.5,37.5,0.737070232401106,3.03913176484529,0.959601053799813,0.317585182860208,0.543516494939807,-0.246162270420168,0.214195808260907
37.5,37.5,NA,NA,NA,NA,NA,NA,NA
42.5,37.5,NA,NA,NA,NA,NA,NA,NA
47.5,37.5,NA,NA,NA,NA,NA,NA,NA
52.5,37.5,NA,NA,NA,NA,NA,NA,NA
57.5,37.5,NA,NA,NA,NA,NA,NA,NA
62.5,37.5,NA,NA,NA,NA,NA,NA,NA
67.5,37.5,NA,NA,NA,NA,NA,NA,NA
72.5,37.5,NA,NA,NA,NA,NA,NA,NA
77.5,37.5,NA,NA,NA,NA,NA,NA,NA
82.5,37.5,NA,NA,NA,NA,NA,NA,NA
87.5,37.5,NA,NA,NA,NA,NA,NA,NA
92.5,37.5,NA,NA,NA,NA,NA,NA,NA
97.5,37.5,NA,NA,NA,NA,NA,NA,NA
102.5,37.5,NA,NA,NA,NA,NA,NA,NA
107.5,37.5,NA,NA,NA,NA,NA,NA,NA
112.5,37.5,NA,NA,NA,NA,NA,NA,NA
117.5,37.5,NA,NA,NA,NA,NA,NA,NA
122.5,37.5,0.393891094627483,3.38404372413179,0.649129619315571,0.514620543672315,0.612823882991376,-1.37600061927112,-0.0483482161758173
127.5,37.5,0.521168995654939,3.05328684476366,0.51577696763189,0.439707155921691,0.549538677975561,-1.19224997395797,-0.0226910226254353
132.5,37.5,0.732128587191273,2.90061852187478,0.540471616407217,0.413565897297355,0.560658090820493,-0.778424968751282,0.0824774826216039
137.5,37.5,0.70041660465225,2.93515764774498,0.541920535505518,0.404658880922471,0.551268512635648,-0.81077146130398,0.0557280588711423
142.5,37.5,1.26631128263624,2.85518464451942,0.801868581401197,0.352033176085854,0.670551933818099,-0.122772883105101,0.208989691198628
147.5,37.5,1.28323760101007,2.78770547691938,0.752914338103557,0.316943792908656,0.634235548261227,-0.124014156866203,0.184089712968777
152.5,37.5,1.3085809928092,2.7718269554204,0.744554018922977,0.30528767750158,0.624200586266178,-0.0697793604881834,0.191378250886574
157.5,37.5,1.15724539625771,2.72926231492329,0.6719603106106,0.2617536714647,0.553506592924346,-0.213827438084542,0.126500152027828
162.5,37.5,1.13044991171671,2.70499153053368,0.646556410438245,0.237769910713359,0.527877136230322,-0.227847966225926,0.104329745559983
167.5,37.5,1.19543186928436,2.69251603738337,0.639712897645976,0.233175024521513,0.526228148769858,-0.140419962848112,0.112587105448271
172.5,37.5,1.08844497237383,2.68367444726106,0.602066233294352,0.211051862883718,0.485203804838711,-0.233866986717403,0.0779207898936478
177.5,37.5,0.985550895706588,2.673184794221,0.58155190256328,0.18434969060175,0.438781296234258,-0.319241051881276,0.0322005787339992
-177.5,32.5,1.03985559118454,2.84899732014971,0.913928223996575,0.204236130529549,0.50955239450048,-0.0802008091937564,0.149319940542947
-172.5,32.5,1.09079462142256,2.80824417722086,0.889963332786487,0.185494120020818,0.492900987252787,-0.0366669996247345,0.137452889102675
-167.5,32.5,1.07219103455358,2.7912914576475,0.877500076263863,0.168490963005191,0.470039860602275,-0.0487458239278313,0.117804934800047
-162.5,32.5,1.06195400637338,2.78570479272867,0.864097481469907,0.157232949262103,0.453486708800671,-0.0253043617016468,0.101831091590985
-157.5,32.5,1.07667585923492,2.78557271972363,0.86775172458125,0.144741211473549,0.437901430246632,0.0303101927787599,0.0904315756529773
-152.5,32.5,1.00036729603228,2.77719182095535,0.841833134444288,0.113396088653135,0.388570703951167,0.0220626061678458,0.0503832337003937
-147.5,32.5,0.965622904268329,2.76018451840091,0.807130221152116,0.0813173653090412,0.336458669751545,0.0355113354664427,0.0144003368633068
-142.5,32.5,0.909922190827963,2.72835137935938,0.731254054630579,0.0444242973474167,0.275904417389257,0.0203706375359723,-0.036027429389628
-137.5,32.5,0.839051561430733,2.68558387099349,0.627557336668138,0.008068523398774,0.216690336754446,-0.0390085606707798,-0.0909126222842065
-132.5,32.5,0.798980430658354,2.60947710815601,0.50642810876863,-0.0336771110791577,0.157799241427935,-0.130595394719454,-0.142702270962668
-127.5,32.5,0.788624040987119,2.55761481346007,0.398394187450235,-0.0152337408516402,0.186653066967652,-0.282031074883359,-0.137155880299745
-122.5,32.5,0.843651342753424,2.63057231527129,0.391709333038528,0.12609713140688,0.335725299370491,-0.506389811914865,-0.0349986173376487
-117.5,32.5,0.879096183582283,2.83332029133074,0.462282803112242,0.29407123427691,0.467518787198491,-0.368814797415104,0.131919494262803
-112.5,32.5,NA,NA,NA,NA,NA,NA,NA
-107.5,32.5,NA,NA,NA,NA,NA,NA,NA
-102.5,32.5,NA,NA,NA,NA,NA,NA,NA
-97.5,32.5,NA,NA,NA,NA,NA,NA,NA
-92.5,32.5,NA,NA,NA,NA,NA,NA,NA
-87.5,32.5,1.20256495273028,3.80947242820682,1.55341408442058,0.781197654122869,1.14701725580163,0.0749657320584732,0.629121831075464
-82.5,32.5,0.976697086077102,3.25319369216533,1.29439190786552,0.482564524012363,0.937608927567896,0.282175415098455,0.529068431794314
-77.5,32.5,0.942150295302343,3.12860897805914,1.31145329576729,0.354220649153752,0.793227949798527,0.11077761088525,0.394919366160868
-72.5,32.5,1.03600603305845,2.93430717333208,1.21521436842816,0.208555104236531,0.61829515416559,0.0251820536297749,0.246196084436059
-67.5,32.5,0.998444672874554,2.90182856519131,1.16270484398099,0.181684685960732,0.562703925973272,-0.0359187591696618,0.214066363984091
-62.5,32.5,0.941682235687853,2.89255162978532,1.14332324137679,0.167707882375492,0.534755415052163,-0.0939261375382,0.193786680707975
-57.5,32.5,1.02699853974507,2.88584452796314,1.14533095641435,0.171970867105094,0.542213518494597,-0.0300451230112708,0.202990029883517
-52.5,32.5,0.985987324740549,2.87934632012494,1.1328386528985,0.161543309182543,0.521922071967061,-0.0694604491351043,0.187235450324612
-47.5,32.5,0.843093491918026,2.89853728981146,1.1214936006588,0.152558926159529,0.490595771922585,-0.199909118057169,0.157581940038824
-42.5,32.5,0.724311890609505,3.00830155616685,1.15478605955614,0.199496575151746,0.49355818606141,-0.307901371992132,0.173501810817718
-37.5,32.5,0.702882053528396,3.00963129174105,1.13041685464527,0.193519540554889,0.465984664607415,-0.324105737143854,0.158264999113836
-32.5,32.5,0.728179562697247,2.94326957278425,1.05596362123354,0.153299803943395,0.425488937463901,-0.266812716233495,0.111971218614155
-27.5,32.5,0.856041364401649,2.89668901871122,0.986914977896641,0.149038463181056,0.42617728794499,-0.102574332283775,0.106873352591742
-22.5,32.5,0.973025165482903,2.84067220350716,0.913932814622456,0.134036035665143,0.421361342152275,0.0483882853791609,0.0927513023325844
-17.5,32.5,0.916636554236353,2.90558051108173,0.875901448591869,0.175274895200596,0.449157700050391,0.0475782316412262,0.0963563443205456
-12.5,32.5,0.978667776371624,3.03274478868011,0.846032376901897,0.30912990877351,0.55416305702428,0.0670245029404257,0.190323494286738
-7.5,32.5,0.932780307565038,3.10971491216308,0.820078211529161,0.377223521129416,0.581197417066497,0.0171869798810636,0.208154996056302
-2.5,32.5,NA,NA,NA,NA,NA,NA,NA
2.5,32.5,NA,NA,NA,NA,NA,NA,NA
7.5,32.5,NA,NA,NA,NA,NA,NA,NA
12.5,32.5,0.712678064743097,3.17308366699321,0.927596865166043,0.357829643739252,0.585814379782917,-0.186119567049001,0.219536079218954
17.5,32.5,0.702192212750251,3.0211360087329,0.942480833445279,0.285046406297464,0.516975927677406,-0.266649345764276,0.195589536860758
22.5,32.5,0.68570865025172,3.00221100589773,0.924421411039983,0.275522646551863,0.482266526937433,-0.303402271910471,0.171536326478974
27.5,32.5,0.70138842583091,3.0418384902294,1.01587580037117,0.268487172899671,0.493520265888284,-0.320762012227777,0.175317778631981
32.5,32.5,0.69046725136486,3.01490792912577,0.940268618503373,0.307118690734215,0.532532429021806,-0.22333828206125,0.240129644362613
37.5,32.5,NA,NA,NA,NA,NA,NA,NA
42.5,32.5,NA,NA,NA,NA,NA,NA,NA
47.5,32.5,NA,NA,NA,NA,NA,NA,NA
52.5,32.5,NA,NA,NA,NA,NA,NA,NA
57.5,32.5,NA,NA,NA,NA,NA,NA,NA
62.5,32.5,NA,NA,NA,NA,NA,NA,NA
67.5,32.5,NA,NA,NA,NA,NA,NA,NA
72.5,32.5,NA,NA,NA,NA,NA,NA,NA
77.5,32.5,NA,NA,NA,NA,NA,NA,NA
82.5,32.5,NA,NA,NA,NA,NA,NA,NA
87.5,32.5,NA,NA,NA,NA,NA,NA,NA
92.5,32.5,NA,NA,NA,NA,NA,NA,NA
97.5,32.5,NA,NA,NA,NA,NA,NA,NA
102.5,32.5,NA,NA,NA,NA,NA,NA,NA
107.5,32.5,NA,NA,NA,NA,NA,NA,NA
112.5,32.5,NA,NA,NA,NA,NA,NA,NA
117.5,32.5,NA,NA,NA,NA,NA,NA,NA
122.5,32.5,0.684696439994466,3.55918729243788,0.907956066088685,0.622871992669781,0.761907288440964,-0.851113188671965,0.170005171383565
127.5,32.5,1.00476384939574,3.45655074662481,1.12519373177887,0.619975617804457,0.884521388183879,-0.155313055837664,0.405221093023016
132.5,32.5,1.08504280259646,3.09037328287918,1.29208878380696,0.340932138840136,0.771323623741859,0.116372595235153,0.370282674439231
137.5,32.5,1.02171169801977,3.11388429090885,1.20294371181782,0.374156323660985,0.752196178320701,0.0361676558050853,0.368787345931576
142.5,32.5,1.3008342635908,3.01111856365705,1.16269758760979,0.337686547814264,0.746087703708074,0.225642030978896,0.363686902400568
147.5,32.5,1.32678611815674,2.95545923938713,1.12101408697358,0.307331140208125,0.710605063235477,0.206668480011589,0.335828150609808
152.5,32.5,1.26457278771507,2.9452151514134,1.08484342371476,0.304676717694477,0.692494525755414,0.123421694779287,0.319001745831123
157.5,32.5,1.11050087503416,2.95827592436381,1.06677159069355,0.293641091293505,0.653785973781755,-0.0384092908535715,0.279531934112953
162.5,32.5,1.24687456454778,2.91626939413381,1.05480142432225,0.279508022089171,0.656490168804761,0.0871697517765834,0.287540769708496
167.5,32.5,1.23194431346573,2.89908644037071,1.02679175207455,0.265881867258119,0.631786014948217,0.0745559849842846,0.26372063551863
172.5,32.5,1.06156287798983,2.89541196507813,0.984542990432651,0.239459572892139,0.572876299945631,-0.0676200622394665,0.206639906164172
177.5,32.5,0.991431561414289,2.90724004537652,0.964876348273279,0.235284676127943,0.540554960534621,-0.122438019853728,0.182135509035458
-177.5,27.5,0.897322640215975,2.87341195123748,1.20818292736561,0.136807550603832,0.526725370395285,-0.135690116633877,0.175763745400591
-172.5,27.5,0.839478224445044,2.90903164563118,1.18748846810789,0.151395285042649,0.528547984693968,-0.165293484484813,0.167243749590698
-167.5,27.5,0.82763469514966,2.90270367157779,1.18038827729491,0.146924233870496,0.518573932363196,-0.184387529145233,0.158819585650623
-162.5,27.5,0.88573078849305,2.87215305038542,1.16545937516506,0.137379499400682,0.519293070641274,-0.12717625864191,0.152353487822459
-157.5,27.5,0.947452583124226,2.88191248350671,1.15884517085655,0.149479918537007,0.53130995923003,-0.043323620876635,0.160719635170676
-152.5,27.5,0.940136935519891,2.86809273964348,1.1216132679257,0.13152397825074,0.490375300145035,-0.00755476828824982,0.131340478732102
-147.5,27.5,0.864390153239703,2.83558146685602,1.05256312364352,0.0870528093071593,0.402748178645489,-0.0256494496166264,0.071559676767202
-142.5,27.5,0.798183405592988,2.79387394255968,0.949321907371613,0.0364271206500932,0.302372511358152,-0.0404748897487059,0.00240471059799287
-137.5,27.5,0.756004953915932,2.7564079763133,0.830731980506413,-0.0032475517276434,0.22274680722832,-0.0598992458456886,-0.0574480614017807
-132.5,27.5,0.732585914459073,2.70063015644398,0.708988430205291,-0.0410494925826943,0.155450336909482,-0.101516240956446,-0.108901644914773
-127.5,27.5,0.702168403198617,2.65949745997962,0.615380358896018,-0.0617250955372157,0.118128618499134,-0.166344963628495,-0.145051199648703
-122.5,27.5,0.74568216984415,2.69263226033378,0.57891071191945,-0.0100311117025477,0.186323761375733,-0.143084995753487,-0.117644076378498
-117.5,27.5,0.921478020284742,2.88539026313121,0.706879419674345,0.179506156775554,0.421731575253249,-0.0234938820571681,0.0621238281899175
-112.5,27.5,1.04991122016384,3.24146282824455,0.971905133576234,0.451789416910309,0.713052059684721,0.0314585494131916,0.326281745034597
-107.5,27.5,NA,NA,NA,NA,NA,NA,NA
-102.5,27.5,NA,NA,NA,NA,NA,NA,NA
-97.5,27.5,1.09273319128125,3.20892345283955,1.35010513466153,0.482466163185187,0.950579857970802,0.305467130502251,0.569929074309576
-92.5,27.5,1.07748882914064,3.32351128724906,1.43852035624306,0.496579145722928,0.957487497182261,0.201975038902302,0.543892006013393
-87.5,27.5,1.09939370210316,3.33858404450199,1.47923487951116,0.503452324221613,0.987994858720828,0.231330723832042,0.567916033221825
-82.5,27.5,1.0960310848106,3.50069458823221,1.46564132095857,0.58652091809513,1.04308090047547,0.254167074678577,0.589256952171477
-77.5,27.5,0.936004662975661,3.01799370716595,1.29055891376818,0.28345384258566,0.726997083875536,0.103592710570505,0.363544539315115
-72.5,27.5,0.886283658810966,2.79947009582017,1.29527137981552,0.0732321967885589,0.495647796018925,-0.0957535185316893,0.19384479185526
-67.5,27.5,0.828973149911113,2.75533470004433,1.29042133688092,0.0291652282356738,0.429301587125962,-0.203225453242137,0.16312492870141
-62.5,27.5,0.863800799257301,2.74621803939887,1.29888189801495,0.0253129721365896,0.423285385617389,-0.203996072531963,0.168053620678323
-57.5,27.5,0.893054749060348,2.74242070844993,1.30450798850935,0.0251777965421512,0.422590262941903,-0.200741284676229,0.171210328402031
-52.5,27.5,0.732932187790832,2.72993241438725,1.27239080791663,-0.000997758799957298,0.374320564774671,-0.361674555984479,0.126916278593632
-47.5,27.5,0.529149918385169,2.80894377071154,1.28169447206024,0.0140471972795505,0.347868352672225,-0.569937341873399,0.101433400181326
-42.5,27.5,0.496587129454428,2.83627190932663,1.26280182032291,0.0264633710175002,0.338492756255731,-0.616151549102862,0.0939512156707338
-37.5,27.5,0.648971558256552,2.76663535350481,1.18042087242547,0.0140398407749493,0.338550923876174,-0.457810203927416,0.0822839014805976
-32.5,27.5,0.793111094263673,2.80994055127038,1.14389878750925,0.0648554405780694,0.396981172705187,-0.252966376046692,0.106468822563603
-27.5,27.5,0.911592038445943,2.87099053475752,1.10020935043844,0.127531799959088,0.470770533306698,-0.039633456583147,0.133557959119188
-22.5,27.5,0.962168459546782,2.93579073829561,1.05854058124074,0.188734694690238,0.535144644859257,0.0914140915445946,0.16209911412602
-17.5,27.5,0.989619956932279,3.18402196983972,1.08631433614254,0.367077879452905,0.673707721853769,0.1052588147992,0.269899964701723
-12.5,27.5,1.00347225565379,3.29219775766924,0.904321283510794,0.511061270954324,0.720984004214414,0.0786901736468337,0.332729306157915
-7.5,27.5,NA,NA,NA,NA,NA,NA,NA
-2.5,27.5,NA,NA,NA,NA,NA,NA,NA
2.5,27.5,NA,NA,NA,NA,NA,NA,NA
7.5,27.5,NA,NA,NA,NA,NA,NA,NA
12.5,27.5,NA,NA,NA,NA,NA,NA,NA
17.5,27.5,NA,NA,NA,NA,NA,NA,NA
22.5,27.5,NA,NA,NA,NA,NA,NA,NA
27.5,27.5,NA,NA,NA,NA,NA,NA,NA
32.5,27.5,NA,NA,NA,NA,NA,NA,NA
37.5,27.5,NA,NA,NA,NA,NA,NA,NA
42.5,27.5,NA,NA,NA,NA,NA,NA,NA
47.5,27.5,NA,NA,NA,NA,NA,NA,NA
52.5,27.5,NA,NA,NA,NA,NA,NA,NA
57.5,27.5,1.22905682210215,3.64461141570915,1.64144404453977,0.770690536464115,1.27538597301128,0.102305546126796,0.920779788809727
62.5,27.5,1.21729752700062,3.68135096504397,1.68340191307926,0.769190960338807,1.29080995267001,0.0316356233674974,0.873754364983996
67.5,27.5,1.08752211610589,3.90489199019652,1.74771909581095,0.79832159930091,1.30868204116477,-0.126775408417021,0.842535349221006
72.5,27.5,NA,NA,NA,NA,NA,NA,NA
77.5,27.5,NA,NA,NA,NA,NA,NA,NA
82.5,27.5,NA,NA,NA,NA,NA,NA,NA
87.5,27.5,NA,NA,NA,NA,NA,NA,NA
92.5,27.5,NA,NA,NA,NA,NA,NA,NA
97.5,27.5,NA,NA,NA,NA,NA,NA,NA
